Sentiment,Clean_Text,label,sequence
neutral,the group said it intends to initiate within this year the process of buyout of minority shareholders of ragutis with the aim of becoming the sole owner of the company,1,"[2, 35, 22, 26, 1531, 6, 1, 616, 54, 40, 2, 265, 3, 1047, 3, 2082, 289, 3, 1515, 19, 2, 510, 3, 1718, 2, 1739, 656, 3, 2, 13, 0, 0, 0, 0, 0]"
neutral,the gypsii mobile social networking application is available in china with both chinese and english language support,1,"[2, 1197, 68, 851, 1387, 471, 11, 272, 4, 218, 19, 161, 1299, 5, 2269, 1, 365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the handset maker did not disclose any financial details,1,"[2, 586, 140, 860, 102, 1069, 497, 67, 539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the hosting mobile terminal guides information flow between itself the participating terminals and optionally with network servers that may assist the hosting mobile terminal,1,"[2, 3207, 68, 991, 4376, 181, 467, 186, 1520, 2, 4436, 4193, 5, 1, 19, 180, 2857, 29, 179, 1, 2, 3207, 68, 991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the huge bridge girders will be delivered to the site from our plant in ylivieska finland,1,"[2, 2108, 650, 1, 12, 23, 379, 6, 2, 566, 14, 86, 82, 4, 1, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the idea of saving electricity in data transfer is still a new one,1,"[2, 2122, 3, 4110, 803, 4, 164, 476, 11, 933, 7, 41, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the identity of the buyer is not yet known,1,"[2, 2144, 3, 2, 1243, 11, 102, 1658, 1018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the insolvency act regulates the amount of debt that borrowers are permitted to write off,1,"[2, 1, 1056, 1, 2, 406, 3, 1233, 29, 1, 39, 1, 6, 4437, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed,1,"[2, 1547, 3, 2, 4161, 32, 6, 377, 3139, 15, 2, 3208, 29, 2, 115, 929, 29, 218, 137, 1634, 32, 453, 540, 87, 2, 929, 29, 607, 137, 1634, 0, 0, 0, 0, 0]"
neutral,the investment would be some eurm,1,"[2, 92, 111, 23, 110, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the latest result included pershare charges of cents for stock compensation cent for research and development and cent for strategic investments,1,"[2, 729, 128, 620, 4438, 1873, 3, 1610, 9, 109, 2145, 380, 9, 419, 5, 115, 5, 380, 9, 515, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the layoffs will start gradually and will last from one to six weeks,1,"[2, 502, 12, 230, 1951, 5, 12, 127, 14, 116, 6, 527, 980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the machinery now ordered will be placed in a new mill with an annual production capacity of m of overlaid birch plywood,1,"[2, 239, 167, 1016, 12, 23, 1698, 4, 7, 41, 353, 19, 34, 159, 70, 222, 3, 36, 3, 4439, 3209, 1480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the major part of the deliveries include different ac and cxe amplifier solutions and products by belgian dinh telecom a broadband solutions company acquired by teleste in the spring of,1,"[2, 339, 118, 3, 2, 567, 227, 540, 999, 5, 2589, 3156, 84, 5, 71, 20, 3036, 4440, 489, 7, 645, 84, 13, 309, 20, 436, 4, 2, 832, 3, 0, 0, 0, 0, 0]"
neutral,the major part of the deliveries include different ac and cxe amplifier solutions and products by dinh telecom a company acquired by teleste last spring,1,"[2, 339, 118, 3, 2, 567, 227, 540, 999, 5, 2589, 3156, 84, 5, 71, 20, 4440, 489, 7, 13, 309, 20, 436, 127, 832, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the market share of volkswagen passenger cars in finland was percent audi had a market share of percent and seat s share was percent,1,"[2, 51, 46, 3, 4441, 840, 1504, 4, 33, 32, 69, 4442, 137, 7, 51, 46, 3, 69, 5, 2168, 10, 46, 32, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the market value of one crane is some usdm reported the finnish news agency stt,1,"[2, 51, 104, 3, 116, 1798, 11, 110, 2218, 205, 2, 24, 163, 2232, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the markets are almost completely controlled by three banks nordea op bank group and sampo,1,"[2, 154, 39, 839, 4443, 1093, 20, 310, 782, 243, 1, 74, 35, 5, 430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the maximum grade of the veneer yield is calculated based on the dimensions and grades of the veneer products as well as by iterating the places of the peeling axes and simulating the peeling process,1,"[2, 557, 3210, 3, 2, 1307, 3035, 11, 2538, 178, 15, 2, 4292, 5, 3073, 3, 2, 1307, 71, 21, 93, 21, 20, 1, 2, 2069, 3, 2, 2563, 1, 5, 1, 2, 2563, 265]"
neutral,the maximum obligated total trades per day is isk market value,1,"[2, 557, 1, 66, 4444, 72, 364, 11, 1, 51, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the mediumterm operative targets of the company remain unchanged,1,"[2, 4217, 3151, 989, 3, 2, 13, 546, 1882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the met is located in the central business district cbd of bangkok,1,"[2, 2003, 11, 632, 4, 2, 425, 42, 1120, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the most significant challengers in the market are logset and samporosenlew,1,"[2, 182, 288, 1, 4, 2, 51, 39, 1, 5, 4266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the name of the buyer was not disclosed,1,"[2, 773, 3, 2, 1243, 32, 102, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the name of the newspaper publishing and printing division sanoma will be changed to sanoma news,1,"[2, 773, 3, 2, 1053, 2155, 5, 709, 282, 437, 12, 23, 1779, 6, 437, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the negotiation has resulted in the reduction of people in regular employment around half of which will be covered with pension arrangements,0,"[2, 4445, 18, 2212, 4, 2, 982, 3, 166, 4, 3974, 986, 291, 193, 3, 49, 12, 23, 2544, 19, 804, 1270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the network test business is part of elektrobit s test and automation business segment and employs people in finland and people abroad mainly in the us and asia,1,"[2, 180, 1166, 42, 11, 118, 3, 1987, 10, 1166, 5, 701, 42, 649, 5, 493, 166, 4, 33, 5, 166, 1278, 727, 4, 2, 99, 5, 741, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new chain has discount stores and supermarkets,1,"[2, 41, 359, 18, 3187, 622, 5, 3006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new company diapol srl would manufacture tools meant for glass and stone preprocessing,1,"[2, 41, 13, 4055, 2453, 111, 796, 724, 1, 9, 543, 5, 1523, 2916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda forming part of the line that follows the coast of the gulf of bothnia,1,"[2, 41, 1, 1788, 2684, 12, 23, 426, 15, 7, 41, 1194, 3, 1487, 186, 1, 5, 1, 4052, 118, 3, 2, 172, 29, 2406, 2, 1417, 3, 2, 2565, 3, 3211, 0, 0, 0]"
neutral,the new location is nt the only change wellmont has in store for its air transport service,1,"[2, 41, 915, 11, 1486, 2, 485, 684, 1, 18, 4, 438, 9, 16, 1443, 1163, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new name of the sanoma division will be sanoma news,1,"[2, 41, 773, 3, 2, 437, 282, 12, 23, 437, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new shares will provide the shareholders with full shareholder rights,1,"[2, 41, 52, 12, 320, 2, 289, 19, 563, 815, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the new units should become one of the largest ones within the company,1,"[2, 41, 244, 946, 621, 116, 3, 2, 212, 2725, 616, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before april on the company s website and in post och inrikes tidningar and dagens industri,1,"[2, 1392, 4, 16, 3950, 19, 83, 2949, 14, 2, 1637, 1264, 5, 2, 112, 12, 23, 506, 25, 1097, 414, 980, 189, 254, 15, 2, 13, 10, 1152, 5, 4, 1773, 1, 1, 1]"
neutral,the number of class a shares remains unchanged at shares,1,"[2, 155, 3, 1811, 7, 52, 2975, 1882, 25, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the number of magazine and newspaper readers remained unchanged,1,"[2, 155, 3, 704, 5, 1053, 1588, 1327, 1882, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the number of permanent reductions of clerical workers is employees of which in finland,0,"[2, 155, 3, 1579, 864, 3, 4446, 877, 11, 139, 3, 49, 4, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the objective is that trading in the shares will commence on may,1,"[2, 1704, 11, 29, 680, 4, 2, 52, 12, 3184, 15, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the online ice chart shows no ice in the area of estonia s sea ports on the coast of the gulf of finland,1,"[2, 461, 1859, 1, 1756, 204, 1859, 4, 2, 162, 3, 440, 10, 1078, 1, 15, 2, 1417, 3, 2, 2565, 3, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order includes a log handling line peeling line and drying line for the production of parquet base layer veneer for plyfa s hassela mill central sweden,1,"[2, 105, 196, 7, 2059, 326, 172, 2563, 172, 5, 4424, 172, 9, 2, 70, 3, 1, 504, 3212, 1307, 9, 1, 10, 1, 353, 425, 248, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order is a followon to an mln euro mln deal made in july,1,"[2, 105, 11, 7, 1, 6, 34, 38, 56, 38, 142, 225, 4, 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order is included in metso s fourth quarter order backlog,1,"[2, 105, 11, 620, 4, 381, 10, 378, 45, 105, 4447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the order is related to renewing the network of the telecommunications operator,1,"[2, 105, 11, 342, 6, 1, 2, 180, 3, 2, 668, 606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the orders are part of a longterm development plan of latvijas finieris,1,"[2, 266, 39, 118, 3, 7, 457, 115, 398, 3, 2661, 2662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the orders consist in total of over panels of liftaway weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from to teus,1,"[2, 266, 1, 4, 66, 3, 121, 4093, 3, 1, 1, 2777, 556, 5, 209, 12, 23, 379, 9, 1118, 1229, 19, 4448, 4449, 14, 6, 2962, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the other deal is for process cranes to the russian steel mill pntz in pervorouralsky through an order placed by turkish construction company gama endustri tesisleri imalat ve montaj as,1,"[2, 83, 142, 11, 9, 265, 959, 6, 2, 284, 194, 353, 1, 4, 1, 183, 34, 105, 1698, 20, 2250, 89, 13, 1, 1, 1, 1, 1956, 1, 21, 0, 0, 0, 0, 0]"
neutral,the other two sellers were the finnish national fund for rd sitra and oras invest oy which also sold half of their shareholdings leaving them with pct and pct of the company respectively,1,"[2, 83, 124, 1884, 77, 2, 24, 758, 600, 9, 1022, 4450, 5, 1, 592, 106, 49, 47, 421, 193, 3, 96, 4451, 3097, 549, 19, 101, 5, 101, 3, 2, 13, 528, 0, 0]"
neutral,the outsourcing agreement which covers equipment and depots in turku and tampere will run for five years cramo said on thursday,1,"[2, 2743, 91, 49, 556, 130, 5, 1, 4, 1279, 5, 921, 12, 1727, 9, 736, 223, 508, 22, 15, 617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the owners who have participated in the business operations of the company will continue in poyry s employment after the transaction,1,"[2, 1770, 478, 50, 1721, 4, 2, 42, 63, 3, 2, 13, 12, 312, 4, 454, 10, 986, 125, 2, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the parties have therefore agreed to leave avena out of the deal,1,"[2, 871, 50, 1492, 294, 6, 2425, 1, 217, 3, 2, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the passenger tunnel is expected to be put into operation in,1,"[2, 840, 2684, 11, 133, 6, 23, 1439, 135, 820, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the permanent magnet generators and power converters are today the preferred solution in new wind turbine designs the company said,1,"[2, 1579, 1, 1, 5, 256, 1, 39, 62, 2, 3199, 201, 4, 41, 1477, 1, 1148, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the personnel reduction will be carried out in anjalankoski hollola jyvaskyla jarvenpaa karhula turku and valkeakoski units,0,"[2, 296, 982, 12, 23, 676, 217, 4, 1, 2554, 1068, 4452, 1, 1279, 5, 2940, 244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the personnel s expertise and high level of technology play a major role in exel composites operations,1,"[2, 296, 10, 964, 5, 319, 442, 3, 80, 2070, 7, 339, 1346, 4, 1337, 1791, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the plant is expected to enter commercial operation by mid,1,"[2, 82, 11, 133, 6, 1214, 462, 820, 20, 1254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the plant is expected to start production in the first half of,1,"[2, 82, 11, 133, 6, 230, 70, 4, 2, 53, 193, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the plant will collect raw material from the baltic sea region,1,"[2, 82, 12, 3414, 612, 628, 14, 2, 253, 1078, 383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the plant will go on stream in november and its estimated daily production will be litres of bioethanol,1,"[2, 82, 12, 1221, 15, 2115, 4, 297, 5, 16, 215, 791, 70, 12, 23, 1378, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen and means are provided to exert and maintain a pressure in the volume defined by the platen the band and the seal,1,"[2, 3213, 1, 4, 1412, 19, 2, 3085, 39, 545, 19, 7, 2236, 1575, 7, 1, 1048, 1442, 2, 1555, 162, 3, 2, 3213, 5, 1301, 39, 545, 6, 1, 5, 2799, 7, 1, 4]"
neutral,the platform would continue to be the development framework for symbian and meego,1,"[2, 618, 111, 312, 6, 23, 2, 115, 1673, 9, 1783, 5, 2057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the point village designed by scott tallon walker will include a shopping center office premises a hotel and a cinema,1,"[2, 1286, 2859, 887, 20, 1, 1, 1, 12, 227, 7, 743, 304, 221, 1241, 7, 1332, 5, 7, 2958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the port facilities throughput is teus and mln tons of general cargo,1,"[2, 760, 568, 3483, 11, 2962, 5, 38, 879, 3, 315, 641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the power generated annually by loviisa covers about of finland s electricity consumption,1,"[2, 256, 590, 1375, 20, 3552, 556, 60, 3, 33, 10, 803, 963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the power supplies dc power systems and inverters designed and manufactured by efore and systems incorporating them are used in many different applications,1,"[2, 256, 1381, 2518, 256, 150, 5, 1, 887, 5, 1844, 20, 900, 5, 150, 1, 549, 39, 343, 4, 890, 540, 396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the presentation material can be viewed on the company s website in english after the conference,1,"[2, 3200, 628, 141, 23, 1733, 15, 2, 13, 10, 1152, 4, 2269, 125, 2, 1019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the previous offer was of voting rights and of capital,1,"[2, 439, 306, 32, 3, 388, 220, 5, 3, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the price of gmo soy is lower than that of nongmo,1,"[2, 148, 3, 4349, 4381, 11, 290, 87, 29, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the prices of stainless steel also rose in europe,1,"[2, 317, 3, 885, 194, 47, 97, 4, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the process products orders are for the installation of separationfiltration equipment at three natural gas pipeline projects in china south america and saudi arabia,1,"[2, 265, 71, 266, 39, 9, 2, 725, 3, 1, 130, 25, 310, 634, 663, 2659, 270, 4, 218, 722, 362, 5, 2705, 2706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the product advisory does not apply to any other nokiabranded battery the company said,1,"[2, 191, 2151, 983, 102, 2031, 6, 497, 83, 1, 1, 2, 13, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the project also implies an underground parking lot for vehicles,1,"[2, 132, 47, 1, 34, 1420, 4453, 2394, 9, 1621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the properties were purchased from swedish private equity real estate firm niam and goldman sachs whitehall street real estate funds,1,"[2, 647, 77, 1879, 14, 250, 705, 763, 335, 351, 382, 4454, 5, 2028, 2029, 4455, 1025, 335, 351, 575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the proposal that the board of directors will make at the annual general meeting is attached as a whole to this release,1,"[2, 1276, 29, 2, 112, 3, 283, 12, 322, 25, 2, 159, 315, 355, 11, 2420, 21, 7, 441, 6, 54, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the proposed consolidation activities will impact approximately positions,1,"[2, 1081, 3193, 529, 12, 866, 160, 1313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the purchase price was not disclosed,1,"[2, 391, 148, 32, 102, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
negative,the reduction notice applied to people,0,"[2, 982, 1392, 1871, 6, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the reductions will be concluded by autumn,1,"[2, 864, 12, 23, 1466, 20, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the reductions will be implemented immediately beginning in october,1,"[2, 864, 12, 23, 1774, 1845, 695, 4, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the reductions will be implemented mainly in the course of the first half of,1,"[2, 864, 12, 23, 1774, 727, 4, 2, 1273, 3, 2, 53, 193, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the repo rate will gradually reach at the end of according to nordea s economic outlook,1,"[2, 1, 805, 12, 1951, 926, 25, 2, 146, 3, 76, 6, 243, 10, 854, 691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the report profiles companies including many key and niche players including major nonwovens manufacturers such as ahlstrom corporation asahi kasei corporation buckeye technologies inc ei,1,"[2, 173, 1478, 78, 157, 890, 548, 5, 2443, 1349, 157, 339, 1222, 1011, 257, 21, 492, 73, 1, 1, 73, 1, 501, 277, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the report will be emailed within business days of an order,1,"[2, 173, 12, 23, 1, 616, 42, 1361, 3, 34, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the rme from telcontar enables the handset to calculate the best route and includes support for userdefined routes feature navigability and multimodal routing such as via foot and ferry,1,"[2, 1, 14, 1, 655, 2, 586, 6, 1, 2, 762, 997, 5, 196, 365, 9, 1, 2534, 2724, 1, 5, 1, 1, 257, 21, 384, 2800, 5, 1423, 0, 0, 0, 0, 0, 0]"
neutral,the sale of the food potato business is part of raisio s plan to streamline and clarify its business operations,1,"[2, 234, 3, 2, 275, 1, 42, 11, 118, 3, 697, 10, 398, 6, 1949, 5, 2382, 16, 42, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sale price was not disclosed,1,"[2, 234, 148, 32, 102, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sales price was not disclosed,1,"[2, 27, 148, 32, 102, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the second variant offers complete final finishing of any selected apartment with foreign high quality materials finland denmark germany france,1,"[2, 131, 3333, 589, 731, 1261, 4456, 3, 497, 972, 1971, 19, 1288, 319, 573, 456, 33, 1027, 537, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar,1,"[2, 3196, 3015, 141, 47, 23, 343, 9, 2314, 3, 2, 319, 256, 4028, 3, 2, 4457, 6, 1, 2, 2174, 3094, 3, 2, 4457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the segu companies and pkc s polish unit will form a business servicing the western european markets with annual sales of about hundred million and about employees the finnish company s ceo harri suutari said,1,"[2, 1, 78, 5, 2126, 10, 3161, 114, 12, 875, 7, 42, 4458, 2, 1564, 448, 154, 19, 159, 27, 3, 60, 4369, 28, 5, 60, 139, 2, 24, 13, 10, 138, 2412, 1, 22]"
neutral,the sellers include shareholders including intellibis management employees and other investors,1,"[2, 1884, 227, 289, 157, 2649, 119, 139, 5, 83, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sellers were eoss innovationsmanagement and a group of private individuals,1,"[2, 1884, 77, 1, 1, 5, 7, 35, 3, 705, 4355, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the sellers were the founders of the company,1,"[2, 1884, 77, 2, 1, 3, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the serial bond is part of the plan to refinance the shortterm credit facility,1,"[2, 1, 912, 11, 118, 3, 2, 398, 6, 2650, 2, 1817, 346, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
neutral,the share capital of basware corporation is,1,"[2, 46, 90, 3, 252, 73, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
